our_number,dedup_group_id,dedup_rank,is_canonical_stage2,is_exact_duplicate_stage2,is_conflict_version_stage2,quality_score,drop_reason
25-11-50265-000208-1,CONFLICT|DOC|40452733207112017|2025-11-15,2,0,0,1,1,dropped_conflict_version
25-11-30544-000006-2,CONFLICT|DOC|404829680|2025-05-28,1,1,0,1,0,kept_canonical
25-11-30544-000026-6,CONFLICT|DOC|404829680|2025-05-28,2,0,0,1,1,dropped_conflict_version
25-11-40639-000028-0,CONFLICT|DOC|405324505|2025-08-20,1,1,0,1,0,kept_canonical
25-11-40639-000029-5,CONFLICT|DOC|405324505|2025-08-20,2,0,0,1,0,dropped_conflict_version
25-11-40849-000086-0,CONFLICT|DOC|405464027|2025-10-15,1,1,0,1,0,kept_canonical
25-11-40849-000089-4,CONFLICT|DOC|405464027|2025-10-15,2,0,0,1,1,dropped_conflict_version
25-11-70127-000217-4,CONFLICT|DOC|405602403|2025-12-16,1,1,0,1,1,kept_canonical
25-11-70127-000218-2,CONFLICT|DOC|405602403|2025-12-16,2,0,0,1,2,dropped_conflict_version
25-11-40670-000019-5,CONFLICT|DOC|405611425|2025-08-26,1,1,0,1,1,kept_canonical
25-11-60135-000010-9,CONFLICT|DOC|405748754|2025-09-08,1,1,0,1,0,kept_canonical
25-11-60135-000030-2,CONFLICT|DOC|405748754|2025-09-08,2,0,0,1,1,dropped_conflict_version
25-11-30572-000003-2,CONFLICT|DOC|405911254|2025-09-19,1,1,0,1,0,kept_canonical
25-11-30572-000007-8,CONFLICT|DOC|405911254|2025-09-19,2,0,0,1,1,dropped_conflict_version
25-11-30572-000006-4,CONFLICT|DOC|4059114536|2025-09-19,1,1,0,1,0,kept_canonical
25-11-30572-000008-6,CONFLICT|DOC|4059114536|2025-09-19,2,0,0,1,1,dropped_conflict_version
25-11-20673-000012-0,CONFLICT|DOC|405924377|2025-07-30,1,1,0,1,0,kept_canonical
25-11-20673-000014-8,CONFLICT|DOC|405924377|2025-07-30,2,0,0,1,1,dropped_conflict_version
25-11-70242-000160-3,CONFLICT|DOC|405975544|2025-12-22,1,1,0,1,0,kept_canonical
25-11-70242-000161-6,CONFLICT|DOC|405975544|2025-12-22,2,0,0,1,0,dropped_conflict_version
25-11-50131-000020-7,CONFLICT|DOC|405984481|2025-09-16,1,1,0,1,0,kept_canonical
25-11-50131-000021-0,CONFLICT|DOC|405984481|2025-09-16,2,0,0,1,1,dropped_conflict_version
25-11-70127-000016-4,CONFLICT|DOC|405988729|2025-09-03,1,1,0,1,0,kept_canonical
25-11-70127-000095-1,CONFLICT|DOC|405988729|2025-09-03,2,0,0,1,1,dropped_conflict_version
25-11-50052-000016-0,CONFLICT|DOC|406046816|2025-09-24,1,1,0,1,1,kept_canonical
25-11-50052-000017-1,CONFLICT|DOC|406046816|2025-09-24,2,0,0,1,1,dropped_conflict_version
26-11-50052-000002-9,CONFLICT|DOC|406046816|2026-02-04,1,1,0,1,1,kept_canonical
26-11-50052-000003-2,CONFLICT|DOC|406046816|2026-02-04,2,0,0,1,1,dropped_conflict_version
25-11-60278-000062-7,CONFLICT|DOC|406057982|2025-12-11,1,1,0,1,0,kept_canonical
25-11-60278-000063-4,CONFLICT|DOC|406057982|2025-12-11,2,0,0,1,0,dropped_conflict_version
25-11-20823-000011-8,CONFLICT|DOC|4060611553|2025-08-28,1,1,0,1,1,kept_canonical
25-11-20823-000024-3,CONFLICT|DOC|4060611553|2025-08-28,2,0,0,1,2,dropped_conflict_version
25-11-60078-000039-4,CONFLICT|DOC|406062414|2025-08-27,1,1,0,1,0,kept_canonical
25-11-60078-000404-7,CONFLICT|DOC|406062414|2025-08-27,2,0,0,1,0,dropped_conflict_version
25-11-40688-000002-5,CONFLICT|DOC|406075990|2025-08-20,1,1,0,1,0,kept_canonical
25-11-40688-000005-8,CONFLICT|DOC|406075990|2025-08-20,2,0,0,1,0,dropped_conflict_version
25-11-40688-000007-4,CONFLICT|DOC|406075990|2025-08-20,3,0,0,1,0,dropped_conflict_version
25-11-40688-000013-9,CONFLICT|DOC|406075990|2025-11-21,1,1,0,1,0,kept_canonical
25-11-40688-000015-2,CONFLICT|DOC|406075990|2025-11-21,2,0,0,1,0,dropped_conflict_version
25-11-40688-000017-1,CONFLICT|DOC|406075990|2025-11-21,3,0,0,1,0,dropped_conflict_version
26-11-30672-000017-3,CONFLICT|DOC|406110576|2026-03-05,1,1,0,1,0,kept_canonical
26-11-30672-000019-9,CONFLICT|DOC|406110576|2026-03-05,2,0,0,1,0,dropped_conflict_version
26-11-50292-000017-4,CONFLICT|DOC|406113607|2026-03-13,1,1,0,1,1,kept_canonical
26-11-50292-000018-2,CONFLICT|DOC|406113607|2026-03-13,2,0,0,1,1,dropped_conflict_version
25-11-20654-000010-1,CONFLICT|DOC|406123730|2025-09-27,1,1,0,1,0,kept_canonical
25-11-20654-000009-2,CONFLICT|DOC|406123730|2025-09-27,2,0,0,1,1,dropped_conflict_version
25-11-50265-000218-4,CONFLICT|DOC|4089166|2025-12-20,1,1,0,1,1,kept_canonical
25-11-50265-000235-7,CONFLICT|DOC|4089166|2025-12-20,2,0,0,1,2,dropped_conflict_version
25-11-70046-000100-3,CONFLICT|DOC|4265053|2025-12-24,1,1,0,1,0,kept_canonical
25-11-70046-000101-6,CONFLICT|DOC|4265053|2025-12-24,2,0,0,1,1,dropped_conflict_version
25-11-40842-000059-4,CONFLICT|DOC|4413825|2025-09-20,1,1,0,1,0,kept_canonical
25-11-40842-000063-6,CONFLICT|DOC|4413825|2025-09-20,2,0,0,1,0,dropped_conflict_version
25-11-74917-000028-4,CONFLICT|DOC|4426788|2025-09-16,1,1,0,1,0,kept_canonical
25-11-74917-000083-4,CONFLICT|DOC|4426788|2025-09-16,2,0,0,1,1,dropped_conflict_version
25-11-50265-000199-4,CONFLICT|DOC|473054926092014|2025-11-15,1,1,0,1,0,kept_canonical
25-11-50265-000209-7,CONFLICT|DOC|473054926092014|2025-11-15,2,0,0,1,1,dropped_conflict_version
25-11-20676-000151-5,CONFLICT|DOC|4833694|2025-12-17,1,1,0,1,0,kept_canonical
25-11-20676-000154-4,CONFLICT|DOC|4833694|2025-12-17,2,0,0,1,1,dropped_conflict_version
25-11-40670-000016-7,CONFLICT|DOC|4920530|2025-08-26,1,1,0,1,1,kept_canonical
25-11-60151-000032-6,CONFLICT|DOC|5550583|2025-09-04,1,1,0,1,0,kept_canonical
25-11-60151-000033-9,CONFLICT|DOC|5550583|2025-09-04,2,0,0,1,0,dropped_conflict_version
25-11-40843-000079-1,CONFLICT|DOC|594423|2025-11-15,1,1,0,1,2,kept_canonical
25-11-40843-000080-9,CONFLICT|DOC|594423|2025-11-15,2,0,0,1,2,dropped_conflict_version
25-11-40843-000074-2,CONFLICT|DOC|594456|2025-11-15,1,1,0,1,2,kept_canonical
25-11-40843-000075-0,CONFLICT|DOC|594456|2025-11-15,2,0,0,1,2,dropped_conflict_version
25-11-40843-000076-9,CONFLICT|DOC|594537|2025-11-15,1,1,0,1,0,kept_canonical
25-11-40843-000092-9,CONFLICT|DOC|594537|2025-11-15,2,0,0,1,1,dropped_conflict_version
25-11-40843-000088-0,CONFLICT|DOC|594537|2025-11-15,3,0,0,1,2,dropped_conflict_version
25-11-40843-000093-2,CONFLICT|DOC|594537|2025-11-15,4,0,0,1,2,dropped_conflict_version
25-11-60052-000004-4,CONFLICT|DOC|638488|2025-08-21,1,1,0,1,0,kept_canonical
25-11-60052-000011-1,CONFLICT|DOC|638488|2025-08-21,2,0,0,1,1,dropped_conflict_version
25-11-40775-000001-3,CONFLICT|DOC|6456198|2025-06-30,1,1,0,1,0,kept_canonical
25-11-40775-000003-7,CONFLICT|DOC|6456198|2025-06-30,2,0,0,1,1,dropped_conflict_version
25-11-70112-000073-0,CONFLICT|DOC|65898|2025-08-19,1,1,0,1,0,kept_canonical
25-11-70112-000074-9,CONFLICT|DOC|65898|2025-08-19,2,0,0,1,0,dropped_conflict_version
25-11-20835-000040-6,CONFLICT|DOC|671040|2025-09-30,1,1,0,1,0,kept_canonical
25-11-20835-000065-2,CONFLICT|DOC|671040|2025-09-30,2,0,0,1,1,dropped_conflict_version
25-11-40843-000060-2,CONFLICT|DOC|671876|2025-09-20,1,1,0,1,0,kept_canonical
25-11-40843-000062-8,CONFLICT|DOC|671876|2025-09-20,2,0,0,1,0,dropped_conflict_version
25-11-40843-000066-6,CONFLICT|DOC|671876|2025-09-20,3,0,0,1,0,dropped_conflict_version
25-11-70280-000007-3,CONFLICT|DOC|695480|2025-08-28,1,1,0,1,0,kept_canonical
25-11-70280-000030-7,CONFLICT|DOC|695480|2025-08-28,2,0,0,1,0,dropped_conflict_version
25-11-70562-000161-0,CONFLICT|DOC|6992016|2025-08-27,1,1,0,1,0,kept_canonical
25-11-70562-000287-9,CONFLICT|DOC|6992016|2025-08-27,2,0,0,1,1,dropped_conflict_version
26-11-50259-000001-3,CONFLICT|DOC|7138198|2025-10-18,1,1,0,1,0,kept_canonical
26-11-50259-000002-1,CONFLICT|DOC|7138198|2025-10-18,2,0,0,1,1,dropped_conflict_version
25-11-70242-000168-8,CONFLICT|DOC|7220146|2025-12-22,1,1,0,1,0,kept_canonical
25-11-70242-000170-2,CONFLICT|DOC|7220146|2025-12-22,2,0,0,1,0,dropped_conflict_version
25-11-30727-000004-9,CONFLICT|DOC|739777|2025-09-30,1,1,0,1,0,kept_canonical
26-11-30727-000001-4,CONFLICT|DOC|739777|2025-09-30,2,0,0,1,1,dropped_conflict_version
25-11-60052-000012-2,CONFLICT|DOC|7625389241|2025-12-18,1,1,0,1,1,kept_canonical
25-11-60052-000013-3,CONFLICT|DOC|7625389241|2025-12-18,2,0,0,1,1,dropped_conflict_version
25-11-10701-000176-1,CONFLICT|DOC|783691|2025-12-09,1,1,0,1,1,kept_canonical
25-11-10701-000177-3,CONFLICT|DOC|783691|2025-12-09,2,0,0,1,1,dropped_conflict_version
25-11-60271-000003-3,CONFLICT|DOC|8021217|2025-08-25,1,1,0,1,0,kept_canonical
25-11-60271-000004-0,CONFLICT|DOC|8021217|2025-08-25,2,0,0,1,0,dropped_conflict_version
25-11-20843-000011-1,CONFLICT|DOC|809571|2025-05-20,1,1,0,1,0,kept_canonical
25-11-20843-000104-8,CONFLICT|DOC|809571|2025-05-20,2,0,0,1,1,dropped_conflict_version
25-11-40843-000095-5,CONFLICT|DOC|895671|2025-12-20,1,1,0,1,2,kept_canonical
25-11-40843-000107-7,CONFLICT|DOC|895671|2025-12-20,2,0,0,1,3,dropped_conflict_version
25-11-50317-000002-2,CONFLICT|DOC|9067421|2025-08-27,1,1,0,1,0,kept_canonical
25-11-50317-000025-9,CONFLICT|DOC|9067421|2025-08-27,2,0,0,1,1,dropped_conflict_version
25-11-50265-000012-5,CONFLICT|DOC|N1263188824062019|2025-10-18,1,1,0,1,0,kept_canonical
25-11-50265-000185-7,CONFLICT|DOC|N1263188824062019|2025-10-18,2,0,0,1,1,dropped_conflict_version
25-11-20676-000140-3,CONFLICT|DOC|N13136581|2025-12-17,1,1,0,1,0,kept_canonical
25-11-20676-000152-8,CONFLICT|DOC|N13136581|2025-12-17,2,0,0,1,1,dropped_conflict_version
25-11-74917-000045-1,CONFLICT|DOC|N1709532|2025-10-14,1,1,0,1,0,kept_canonical
25-11-74917-000080-3,CONFLICT|DOC|N1709532|2025-10-14,2,0,0,1,1,dropped_conflict_version
25-11-20624-000012-3,CONFLICT|DOC|N17996434|2025-09-24,1,1,0,1,0,kept_canonical
25-11-20624-000019-5,CONFLICT|DOC|N17996434|2025-09-24,2,0,0,1,1,dropped_conflict_version
25-11-30669-000245-8,CONFLICT|DOC|N18153480|2025-08-19,1,1,0,1,0,kept_canonical
25-11-30669-000246-3,CONFLICT|DOC|N18153480|2025-08-19,2,0,0,1,1,dropped_conflict_version
25-11-20676-000073-7,DUP|DOC|0004123|2025-09-26|90906|9|недостаточный|1025500989568|1025501379584,1,1,1,0,0,kept_canonical
25-11-20676-000086-4,DUP|DOC|0004123|2025-09-26|90906|9|недостаточный|1025500989568|1025501379584,2,0,1,0,0,dropped_exact_duplicate
25-11-30830-000532-7,DUP|DOC|0022955|2025-05-07|50104|1|достаточный|1147746225164|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000138-9,DUP|DOC|0022955|2025-05-07|50104|1|достаточный|1147746225164|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000405-3,DUP|DOC|0075665|2025-07-09|60107|1|достаточный|1027700493677|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000011-9,DUP|DOC|0075665|2025-07-09|60107|1|достаточный|1027700493677|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000484-5,DUP|DOC|009139|2025-09-03|80505|5|недостаточный|1127746723532|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000090-5,DUP|DOC|009139|2025-09-03|80505|5|недостаточный|1127746723532|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000542-5,DUP|DOC|010019983|2025-09-03|80110|1|достаточный|1147748031925|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000148-1,DUP|DOC|010019983|2025-09-03|80110|1|достаточный|1147748031925|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000548-2,DUP|DOC|010030397|2025-08-27|80205|2|недостаточный|1035000905719|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000154-8,DUP|DOC|010030397|2025-08-27|80205|2|недостаточный|1035000905719|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000408-9,DUP|DOC|010034447|2025-09-03|80109|1|недостаточный|5147746026280|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000014-3,DUP|DOC|010034447|2025-09-03|80109|1|недостаточный|5147746026280|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000612-1,DUP|DOC|010044674|2025-08-27|80110|1|достаточный|1157746630271|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000217-7,DUP|DOC|010044674|2025-08-27|80110|1|достаточный|1157746630271|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000565-7,DUP|DOC|010053474|2025-08-25|80110|1|недостаточный|1037739241979|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000171-0,DUP|DOC|010053474|2025-08-25|80110|1|недостаточный|1037739241979|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000556-0,DUP|DOC|010058097|2025-10-15|100307|3|недостаточный|1035000905719|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000162-1,DUP|DOC|010058097|2025-10-15|100307|3|недостаточный|1035000905719|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000462-4,DUP|DOC|010067420|2025-09-17|90114|1|недостаточный|1147748160229|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000068-2,DUP|DOC|010067420|2025-09-17|90114|1|недостаточный|1147748160229|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000577-6,DUP|DOC|010074112|2025-09-03|80110|1|недостаточный|1147748020826|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000183-0,DUP|DOC|010074112|2025-09-03|80110|1|недостаточный|1147748020826|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000520-6,DUP|DOC|010093883|2025-08-25|80109|1|недостаточный|1127747269980|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000126-0,DUP|DOC|010093883|2025-08-25|80109|1|недостаточный|1127747269980|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000666-5,DUP|DOC|010098562|2025-08-20|80110|1|недостаточный|1147748020826|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000271-3,DUP|DOC|010098562|2025-08-20|80110|1|недостаточный|1147748020826|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000663-3,DUP|DOC|010099404|2025-09-03|80110|1|недостаточный|1047718008040|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000268-5,DUP|DOC|010099404|2025-09-03|80110|1|недостаточный|1047718008040|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000541-7,DUP|DOC|010099772|2025-09-03|80109|1|достаточный|5147746169160|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000147-0,DUP|DOC|010099772|2025-09-03|80109|1|достаточный|5147746169160|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000603-5,DUP|DOC|010104056|2025-05-07|50104|1|достаточный|1097746830830|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000208-0,DUP|DOC|010104056|2025-05-07|50104|1|достаточный|1097746830830|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000652-7,DUP|DOC|010108263|2025-05-21|50104|1|достаточный|1037700237728|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000257-1,DUP|DOC|010108263|2025-05-21|50104|1|достаточный|1037700237728|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000668-7,DUP|DOC|010113291|2025-09-17|90113|1|недостаточный|5147746450869|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000273-7,DUP|DOC|010113291|2025-09-17|90113|1|недостаточный|5147746450869|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000404-4,DUP|DOC|010113581|2025-06-04|50104|1|недостаточный|1037739634657|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000010-8,DUP|DOC|010113581|2025-06-04|50104|1|недостаточный|1037739634657|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000529-8,DUP|DOC|0101149|2025-08-20|80205|2|недостаточный|1107746022559|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000135-3,DUP|DOC|0101149|2025-08-20|80205|2|недостаточный|1107746022559|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000510-2,DUP|DOC|010115668|2025-09-17|90113|1|достаточный|1027739800439|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000116-7,DUP|DOC|010115668|2025-09-17|90113|1|достаточный|1027739800439|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000409-0,DUP|DOC|010121635|2025-09-17|90114|1|достаточный|1027700478057|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000015-6,DUP|DOC|010121635|2025-09-17|90114|1|достаточный|1027700478057|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000446-0,DUP|DOC|010124206|2025-06-18|60106|1|недостаточный|1027739814178|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000052-3,DUP|DOC|010124206|2025-06-18|60106|1|недостаточный|1027739814178|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000397-9,DUP|DOC|010124313|2025-09-10|90113|1|недостаточный|1127747068294|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000003-2,DUP|DOC|010124313|2025-09-10|90113|1|недостаточный|1127747068294|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-40606-000004-0,DUP|DOC|010124496|2025-06-25|106|1|достаточный|1021602844537|1021602837552,1,1,1,0,1,kept_canonical
25-11-40606-000024-5,DUP|DOC|010124496|2025-06-25|106|1|достаточный|1021602844537|1021602837552,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000460-8,DUP|DOC|010130843|2025-08-25|80111|1|недостаточный|1027739545833|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000066-3,DUP|DOC|010130843|2025-08-25|80111|1|недостаточный|1027739545833|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000611-3,DUP|DOC|010131837|2025-05-07|50104|1|недостаточный|1127747256515|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000216-6,DUP|DOC|010131837|2025-05-07|50104|1|недостаточный|1127747256515|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000448-3,DUP|DOC|010135395|2025-07-09|60108|1|достаточный|1027739393032|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000054-6,DUP|DOC|010135395|2025-07-09|60108|1|достаточный|1027739393032|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000414-0,DUP|DOC|010141350|2025-09-10|90113|1|достаточный|1037739385793|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000020-3,DUP|DOC|010141350|2025-09-10|90113|1|достаточный|1037739385793|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000518-9,DUP|DOC|010142013|2025-08-20|80110|1|недостаточный|1027739814178|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000124-7,DUP|DOC|010142013|2025-08-20|80110|1|недостаточный|1027739814178|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000418-7,DUP|DOC|010144274|2025-05-21|50103|1|недостаточный|1027739826564|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000024-2,DUP|DOC|010144274|2025-05-21|50103|1|недостаточный|1027739826564|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000417-9,DUP|DOC|010146554|2025-08-20|80110|1|недостаточный|1037700240599|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000023-4,DUP|DOC|010146554|2025-08-20|80110|1|недостаточный|1037700240599|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000453-2,DUP|DOC|010153561|2025-10-15|100117|1|достаточный|1027739050866|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000059-5,DUP|DOC|010153561|2025-10-15|100117|1|достаточный|1027739050866|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000653-4,DUP|DOC|010155695|2025-05-21|50103|1|достаточный|1027739814178|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000258-3,DUP|DOC|010155695|2025-05-21|50103|1|достаточный|1027739814178|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000625-3,DUP|DOC|010165858|2025-08-25|80110|1|недостаточный|1037700000744|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000230-3,DUP|DOC|010165858|2025-08-25|80110|1|недостаточный|1037700000744|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000540-1,DUP|DOC|010167950|2025-06-04|50104|1|недостаточный|1037739634657|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000146-2,DUP|DOC|010167950|2025-06-04|50104|1|недостаточный|1037739634657|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000554-7,DUP|DOC|010170858|2025-09-24|21.12.2146|2|недостаточный|1037739439319|1037739418760,1,1,1,0,2,kept_canonical
25-11-35526-000160-0,DUP|DOC|010170858|2025-09-24|21.12.2146|2|недостаточный|1037739439319|1037739418760,2,0,1,0,3,dropped_exact_duplicate
25-11-30830-000719-7,DUP|DOC|010172478|2025-09-03|80110|1|достаточный|1027739460704|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000324-8,DUP|DOC|010172478|2025-09-03|80110|1|достаточный|1027739460704|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-60295-000298-1,DUP|DOC|010176960|2025-08-20|80109|1|недостаточный|1027739814178|1027739814178,1,1,1,0,1,kept_canonical
25-11-60295-000401-1,DUP|DOC|010176960|2025-08-20|80109|1|недостаточный|1027739814178|1027739814178,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000578-4,DUP|DOC|010178440|2025-08-27|80110|1|недостаточный|1107746076063|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000184-9,DUP|DOC|010178440|2025-08-27|80110|1|недостаточный|1107746076063|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-40606-000003-3,DUP|DOC|010178579|2025-05-28|103|1|достаточный|1021602837310|1021602837552,1,1,1,0,1,kept_canonical
25-11-40606-000023-7,DUP|DOC|010178579|2025-05-28|103|1|достаточный|1021602837310|1021602837552,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000428-2,DUP|DOC|010179000|2025-08-25|80110|1|достаточный|1137746238596|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000034-5,DUP|DOC|010179000|2025-08-25|80110|1|достаточный|1137746238596|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000607-0,DUP|DOC|010181995|2025-05-07|50104|1|недостаточный|1037739633535|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000212-8,DUP|DOC|010181995|2025-05-07|50104|1|недостаточный|1037739633535|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000673-8,DUP|DOC|010205832|2025-08-20|80110|1|достаточный|1027739814178|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000278-4,DUP|DOC|010205832|2025-08-20|80110|1|достаточный|1027739814178|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000675-1,DUP|DOC|010209906|2025-06-18|60106|1|недостаточный|1037739220023|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000280-7,DUP|DOC|010209906|2025-06-18|60106|1|недостаточный|1037739220023|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000581-0,DUP|DOC|010212944|2025-06-04|50103|1|недостаточный|1157746014502|1037739418760,1,1,1,0,1,kept_canonical
25-11-35526-000187-4,DUP|DOC|010212944|2025-06-04|50103|1|недостаточный|1157746014502|1037739418760,2,0,1,0,2,dropped_exact_duplicate
25-11-20579-000021-3,DUP|DOC|010213965|2025-07-12|90113|1|достаточный|1021603273009|1021603273009,1,1,1,0,1,kept_canonical
25-11-20579-000039-4,DUP|DOC|010213965|2025-07-12|90113|1|достаточный|1021603273009|1021603273009,2,0,1,0,2,dropped_exact_duplicate
25-11-30830-000406-6,DUP|DOC|010223905|2025-08-27|80110|1|достаточный|1037700070726|1037739418760,1,1,1,0,1,kept_canonical
